Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
NOKBF,NOKIA A SHS,Pink Limited,13.848500,-0.007276,17169,Foreign Ordinary Shares,Finland,
NNUP,NOCOPI TECHS INC,OTCQB,1.750000,,0,Common Stock,USA,Pennsylvania
NROM,NOBLE ROMAN'S INC,OTCQB,0.530100,-0.000754,72025,Common Stock,USA,Indiana
NOBH,NOBILITY HOMES INC,OTCQX,30.900000,,0,Common Stock,USA,Florida
NSANF,NISSAN MOTOR LTD,Pink Limited,2.225000,0.027239,2101,Foreign Ordinary Shares,Japan,
NSANY,NISSAN MOTOR LTD S/ADR,Pink Limited,4.370000,-0.013098,131757,ADRs,Japan,
NPPXF,NTT INC,Pink Limited,0.918400,-0.009544,8172080,Foreign Ordinary Shares,Japan,
NTTYY,NTT INC. S/ADS,Pink Limited,22.780000,0.000879,157267,ADRs,Japan,
NISTF,NIPPON STEEL & SUMITOMO,Pink Limited,3.385000,-0.059827,4420,Foreign Ordinary Shares,Japan,
NPSCY,NIPPON STEEL CORP S/ADR,Pink Limited,3.510000,-0.021739,231253,ADRs,Japan,
NTDOF,NINTENDO CO LTD ORD,Pink Limited,45.125000,0.005011,8367,Foreign Ordinary Shares,Japan,
NTDOY,NINTENDO CO LTD UNSP/ADR,Pink Limited,11.160000,-0.003571,4490012,ADRs,Japan,
NINOF,NIKON CORP,Pink Limited,11.400000,,0,Foreign Ordinary Shares,Japan,
NINOY,NIKON CORP UNSP/ADR,Pink Limited,13.230000,0.007616,2983,ADRs,Japan,
NMKBP,NIAGARA MOH PWR 3.60B PFD,Pink Limited,60.000000,,0,Preferred Stock,USA,New York
NMKCP,NIAGARA MOH PWR 3.90 PR,Pink Limited,64.000000,,0,Preferred Stock,USA,New York
NMPWP,NIAGARA MOH PWR 3.40 PR,Pink Limited,56.000000,,0,Preferred Stock,USA,New York
NEMCL,NEWMONT CORP CDI,Pink Limited,112.000000,,0,Other Security Type,USA,Colorado
UNIB,UNIVERSITY BANCORP MICH,OTCQB,21.900000,,0,Common Stock,USA,Michigan
NDVLY,NEW WORLD DEV LTD S/ADR,Pink Limited,0.410000,-0.068182,5005,ADRs,China,Hong Kong
NWWDF,NEW WORLD DEVELOPMENT,Pink Limited,1.230000,,0,Foreign Ordinary Shares,China,Hong Kong
NUVR,NUVERA COMMUNICATIONS INC,OTCQB,17.100000,-0.059406,7719,Common Stock,USA,Minnesota
NTBP,NEW TRIPOLI BANCORP INC,OTCID,1300.000000,,0,Common Stock,USA,Pennsylvania
CRMZ,CREDITRISKMONITOR.COM INC,OTCQX,2.322000,0.050679,400,Common Stock,USA,Nevada
NEWEN,NEW ENGLAND POWER 6 PR,Pink Limited,118.770000,0.035755,75,Preferred Stock,USA,Massachusetts
GGOXF,GALLEON GOLD CORP,OTCQX,0.770100,-0.021971,73570,Foreign Ordinary Shares,Canada,Ontario
NSRGF,NESTLE S.A REG ORD,OTCID,98.000000,0.002147,7961,Foreign Ordinary Shares,Switzerland,
NSRGY,NESTLE S.A S/ADR,OTCID,98.250000,-0.018285,530697,ADRs,Switzerland,
NEFB,NEFFS BANCORP INC,OTCID,395.000000,,0,Common Stock,USA,Pennsylvania
NEFBP,NEFFS BANCORP INC PFD SER,OTCID,325.000000,,0,Preferred Stock,USA,Pennsylvania
NDBKF,NEDBANK GROUP LTD ORD,Pink Limited,17.150000,,0,Foreign Ordinary Shares,South Africa,
NDBKY,NEDBANK GROUP LTD S/ADR,Pink Limited,16.555000,-0.008089,19532,ADRs,South Africa,
BACRP,BANK OF AMERICA 7.00B PFD,Pink Limited,185.770000,,0,Preferred Stock,USA,North Carolina
NSYC,NATL STK YDS CO,OTCID,395.000000,,0,Common Stock,USA,Oklahoma
SKPO,SKYE PETE INC,OTCID,0.002788,,0,Common Stock,USA,Texas
NACB,NATIONAL CAP BANCORP INC,OTCID,75.000000,0.006982,618,Common Stock,USA,Washington DC
NABZY,NATL AUSTRALIA BK S/ADR,Pink Limited,12.990000,-0.018141,890767,ADRs,Australia,Victoria
NAUBF,NATL AUSTRALIA BK LTD ORD,Pink Limited,23.350000,,72,Foreign Ordinary Shares,Australia,Victoria
NTPIF,NAM TAI PROPERTY INC,Pink Limited,4.700000,,53,Common Stock,British Virgin Islands,
NECPY,NEC CORP UNSP/ADR NEW,Pink Limited,12.694400,0.027055,573,ADRs,Japan,
NIPNF,NEC CORP ORD NEW,Pink Limited,24.775000,0.032292,227655,Foreign Ordinary Shares,Japan,
MUEL,MUELLER PAUL CO,OTCID,445.250000,0.008083,2,Common Stock,USA,Missouri
MGAG,MORTGAGE OIL CORP,OTCID,300.000000,,0,Common Stock,USA,California
MCEM,MONARCH CEMENT CO,OTCQX,285.000000,-0.008591,180,Common Stock,USA,Kansas
MITSF,MITSUI & CO LTD ORD,Pink Limited,29.990000,-0.005142,7940,Foreign Ordinary Shares,Japan,
MITSY,MITSUI & CO LTD ADR,Pink Limited,588.710000,-0.001780,12015,ADRs,Japan,
MIELF,MITSUBISHI ELEC CORP,Pink Limited,35.190000,-0.014286,271943,Foreign Ordinary Shares,Japan,
MIELY,MITSUBISHI ELEC UNSP/ADR,Pink Limited,73.360000,0.003420,95603,ADRs,Japan,
MSBHF,MITSUBISHI CORP ORD,Pink Limited,28.818900,-0.028030,9329,Foreign Ordinary Shares,Japan,
MTSUY,MITSUBISHI CORP UNSP ADR,Pink Limited,28.650000,-0.004517,1224901,ADRs,Japan,
MINBY,MINEBEA MITSUMI INC U/ADR,Pink Limited,29.310000,-0.042157,18483,ADRs,Japan,
MNBEF,MINEBEA CO LTD ORD,Pink Limited,26.630000,,0,Foreign Ordinary Shares,Japan,
MNESP,MSA SAFETY INC 4.5% PFD,Pink Limited,37.500000,,0,Preferred Stock,USA,Pennsylvania
MMTRS,MILLS MUSIC TRUST CBI,Pink Limited,25.000000,,0,Common Stock,USA,New York
HCMC,HEALTHIER CHOICES MGMT,Pink Limited,0.000001,-0.990000,47754852,Common Stock,USA,Florida
STLE,STEELE BANCORP INC,OTCID,41.700000,0.010909,4515,Common Stock,USA,Pennsylvania
MFCO,MICROWAVE FILTER CO INC,OTCID,1.340000,0.055118,673,Common Stock,USA,New York
HEWA,HEALTHWAREHOUSE.COM,OTCQB,0.148000,,0,Common Stock,USA,Kentucky
MTGSF,METROGAS SA,Pink Limited,0.011600,,0,Foreign Ordinary Shares,Argentina,
MBKL,MBT BANCSHARES INC,OTCID,27.100000,,0,Common Stock,USA,Louisiana
MCCK,MESTEK INC,OTCID,71.000000,,0,Common Stock,USA,Massachusetts
MNPP,MERCHANTS NATL PROPERTIES,OTCID,2130.000000,,0,Common Stock,USA,New York
MFGI,MERCHANTS FINCL GRP INC,OTCID,38.750000,0.003886,118,Common Stock,USA,Minnesota
MSTXF,MADORO METALS CORP,Pink Limited,0.024000,,0,Foreign Ordinary Shares,Canada,British Columbia
MFBP,M&F BANCORP INC,OTCID,28.000000,,0,Common Stock,USA,North Carolina
MCRAA,MCRAE INDUS INC A,OTCID,47.230000,,0,Common Stock,USA,North Carolina
MCRAB,MCRAE INDUS INC B,OTCID,44.000000,,0,Common Stock,USA,North Carolina
MCCHF,MCCHIP RESOURCES INC,Pink Limited,0.800000,,0,Foreign Ordinary Shares,Canada,Ontario
MCHT,MAUCH CHUNK TR FINCL CORP,OTCID,6.750000,,0,Common Stock,USA,Pennsylvania
PCRFF,PANASONIC CORP ORD,Pink Limited,27.300000,0.071429,16111,Foreign Ordinary Shares,Japan,
PCRHY,PANASONIC HLDS UNSP/ADR,Pink Limited,26.150000,0.027505,193031,ADRs,Japan,
KICK,HPN HOLDINGS INC,OTCID,0.070000,,0,Common Stock,USA,Illinois
MARUF,MARUBENI CORP ORD,Pink Limited,30.610000,0.011901,14048,Foreign Ordinary Shares,Japan,
MARUY,MARUBENI CORP UNSP/ADR,Pink Limited,302.170000,-0.021470,109376,ADRs,Japan,
MNAT,MARQUETTE NATL CORP,OTCQX,38.020000,0.000526,301,Common Stock,USA,Illinois
MAEOY,MANILA ELEC CO UNSP/ADR,Pink Limited,19.270000,-0.082381,119,ADRs,Philippines,
MERVF,MANILA ELEC CO ORD,Pink Limited,8.250000,,0,Foreign Ordinary Shares,Philippines,
SEII,SHARING ECONOMY INTL INC,Pink Limited,0.001600,0.000000,1669900,Common Stock,USA,Michigan
MLGF,MALAGA FINANCIAL CORP,OTCID,21.812800,0.002887,243,Common Stock,USA,California
MKEWF,MAKITA CORP ORD,Pink Limited,37.902800,,0,Foreign Ordinary Shares,Japan,
MKTAY,MAKITA CORP SPON ADR,Pink Limited,36.430000,0.010149,17161,ADRs,Japan,
YBGJ,YUBO INTL BIOTECH LTD A,OTCQB,0.007000,,0,Common Stock,China,
MVES,THE MOVIE STUDIO INC,Pink Limited,0.001776,0.110000,280,Common Stock,USA,Florida
MSET,MADISON SPORTS & ENTMT GP,OTCID,0.003000,-0.142857,391799,Common Stock,USA,Florida
LYBC,LYONS BANCORP INC,OTCQX,51.640000,,50,Common Stock,USA,New York
LGNDZ,LIGAND PHARMS INC CVR,Pink Limited,0.001650,0.269231,3380,Rights,USA,Florida
LGNXZ,LIGAND PHARMS GLUCAGON,Pink Limited,0.002100,,5,Rights,USA,Florida
LGNYZ,LIGAND PHARMS GENERAL CVR,Pink Limited,0.042500,,0,Rights,USA,Florida
LGNZZ,LIGAND PHARMS BETA CVR,Pink Limited,0.060000,,0,Rights,USA,Florida
LLBO,LIFELINE BIOTECHS INC NEW,OTCID,0.000700,0.166667,270005,Common Stock,USA,Texas
LINS,LIFE INS CO ALA,OTCID,44.010000,,0,Common Stock,USA,Alabama
LINSA,LIFE INS CO ALA A,OTCID,12.500000,,0,Common Stock,USA,Alabama
LNZNF,LENZING AG ORD,Pink Limited,28.613600,,0,Foreign Ordinary Shares,Austria,
LNZNY,LENZING AG U/ADR,Pink Limited,0.000000,,0,ADRs,Austria,
LGGNF,LEGAL&GENL GRP PLC,Pink Limited,3.830000,0.030956,851,Foreign Ordinary Shares,United Kingdom,
LGGNY,LEGAL&GENL GRP PLC S/ADR,Pink Limited,19.210000,0.006813,69872,ADRs,United Kingdom,
AIMN,AIMWELL PARTNERS INC,OTCID,0.008000,-0.047619,54418,Common Stock,USA,Alabama
BLGO,BIOLARGO INC,OTCQX,0.110000,-0.059829,305264,Common Stock,USA,California
LVMHF,LVMH-MOET HNSY L VUTN,Pink Limited,574.750000,-0.045516,1073,Foreign Ordinary Shares,France,
LVMUY,LVMH-MOET H/L/V UNSP/ADR,Pink Limited,116.090000,-0.039467,768757,ADRs,France,
NIHK,VIDEO RIVER NETWORKS INC,Pink Limited,0.002500,0.000000,311455,Common Stock,USA,California
KYOAY,KYOCERA CORP U/ADR,Pink Limited,23.250000,-0.009796,40498,ADRs,Japan,
KYOCF,KYOCERA CORP,Pink Limited,23.500000,0.000000,602,Foreign Ordinary Shares,Japan,
KUBTF,KUBOTA CORP,Pink Limited,16.600000,-0.099783,2000,Foreign Ordinary Shares,Japan,
KUBTY,KUBOTA CORP ADR,Pink Limited,89.256800,-0.004996,16061,ADRs,Japan,
ADRNY,KONINKLIJKE AD N.V. S/ADR,OTCQX,40.350000,-0.036073,62326,ADRs,The Netherlands,
AHODF,KONINKLIJKE AHOLD DEL ORD,OTCQX,42.540000,0.023827,315,Foreign Ordinary Shares,The Netherlands,
KMTUF,KOMATSU LTD ORD,Pink Limited,42.797500,,6438,Foreign Ordinary Shares,Japan,
KMTUY,KOMATSU LTD S/ADR,Pink Limited,41.350000,-0.008869,132916,ADRs,Japan,
KBSTF,KOBE STEEL LTD ORD NEW,Pink Limited,12.316000,,0,Foreign Ordinary Shares,Japan,
KISB,KISH BANCORP INC,OTCQX,63.500000,0.007937,100,Common Stock,USA,Pennsylvania
KNBWF,KIRIN HOLDINGS CO LTD ORD,Pink Limited,18.557000,,0,Foreign Ordinary Shares,Japan,
KNBWY,KIRIN HLDGS CO LTD S/ADR,Pink Limited,17.140000,0.004689,29878,ADRs,Japan,
KGCRF,KINROSS GOLD CVR 02/24/32,Pink Limited,1.280000,0.072027,131648,Rights,Canada,Ontario
KGFHF,KINGFISHER PLC ORD,OTCQX,3.750000,,0,Foreign Ordinary Shares,United Kingdom,England
KGFHY,KINGFISHER PLC S/ADR,OTCQX,7.610000,-0.001312,145780,ADRs,United Kingdom,England
KCDMF,KIMBERLY-CLARK DE MEX A,OTCID,2.040000,-0.046729,4651,Foreign Ordinary Shares,Mexico,
KCDMY,KIMBERLY-CLARK MEX S/ADR,OTCID,11.000000,-0.005425,81274,ADRs,Mexico,
KEWL,KEWEENAW LD ASSOC CTF INT,Pink Limited,50.880000,0.007325,1025,Common Stock,USA,Michigan
KPELF,KEPPEL CORP LTD ORD,Pink Limited,8.205000,,1236,Foreign Ordinary Shares,Singapore,
KPELY,KEPPEL CORP LTD S/ADR,Pink Limited,18.049200,0.019786,4271,ADRs,Singapore,
GAMG,GLOBAL ASSET MANAGEMENT,OTCID,0.750000,,0,Common Stock,USA,Maryland
SAKL,SACK LUNCH PRODUCTIONS,OTCID,0.007400,,0,Common Stock,USA,Utah
KCLI,KANSAS CITY LIFE INS NEW,OTCQX,33.371000,0.000630,500,Common Stock,USA,Missouri
KWGBF,THE CANADIAN CHROME CO,Pink Limited,0.007000,0.428571,5000,Foreign Ordinary Shares,Canada,Ontario
KSBI,KS BANCORP INC,OTCID,78.440000,,0,Common Stock,USA,North Carolina
JUVF,JUNIATA VLY FINCL CORP PA,OTCQX,15.050000,0.003333,1750,Common Stock,USA,Pennsylvania
JBTC,JBT BANCORP INC,OTCQX,36.500000,,0,Common Stock,USA,Pennsylvania
RGRNF,REGIS RESOURCES LTD,Pink Limited,4.600000,0.045455,6570,Foreign Ordinary Shares,Australia,Western Australia
RGRSY,REGIS RES LTD UNSP/ADR,Pink Limited,5.200000,,0,ADRs,Australia,Western Australia
JEHLY,JOHNSON EL HLDG UNSP/ADR,Pink Limited,24.770000,,0,ADRs,China,
JELCF,JOHNSON ELEC HLDG ORD NEW,Pink Limited,3.416000,,0,Foreign Ordinary Shares,China,
PLPL,PLANDAI BIOTECHNOLOGY INC,OTCID,0.000001,0.000000,3000098,Common Stock,Taiwan,
JARLF,JARDINE MATHESON HLDG ORD,Pink Limited,62.720000,0.000319,10925,Foreign Ordinary Shares,China,
JMHLY,JARDINE MATHESON UNSP/ADR,Pink Limited,62.280000,-0.020601,35198,ADRs,China,
ITEX,ITEX CORP,OTCID,3.047000,,0,Common Stock,USA,Washington
ISUZF,ISUZU MOTORS LTD ORD NEW,Pink Limited,12.228000,,0,Foreign Ordinary Shares,Japan,
ISUZY,ISUZU MOTORS UNSP/ADR,Pink Limited,13.890000,-0.009272,103037,ADRs,Japan,
IVRO,INVITRO INTL,OTCQB,0.085600,0.000000,5000,Common Stock,USA,California
INPAP,INTL PAPER CO 4 C PR,Pink Limited,81.000000,,0,Preferred Stock,USA,Tennessee
AABVF,ABERDEEN INTL INC,Pink Limited,0.018000,,0,Foreign Ordinary Shares,Canada,Ontario
FGOVF,FREEGOLD VENTURES LTD,OTCQX,0.788700,-0.028838,419915,Foreign Ordinary Shares,Canada,British Columbia
GTVH,GOLDEN TRIANGLE VENTURES,OTCID,0.000100,0.000000,5200059,Common Stock,USA,Texas
ILDO,INTL DALECO CORP,Pink Limited,0.008900,,0,Common Stock,USA,California
INKW,GREENE CONCEPTS INC NEW,OTCID,0.000170,0.133333,3538409,Common Stock,USA,North Carolina
SRMX,SADDLE RANCH MEDIA INC,OTCID,0.000150,0.500000,4781195,Common Stock,USA,California
ESMC,ESCALON MEDICAL CORP,OTCQB,0.200000,,0,Common Stock,USA,Pennsylvania
IMPUF,IMPALA PLATINUM HLDGS LTD,OTCQX,11.050000,,0,Foreign Ordinary Shares,South Africa,
IMPUY,IMPALA PLATINUM HLDGS ADR,OTCQX,12.700000,-0.063422,292067,ADRs,South Africa,
MNDP,MUNDUS GROUP INC,Pink Limited,0.000800,0.000000,12709,Common Stock,USA,California
QEDN,QED CONNECT INC,OTCID,0.000200,0.000000,5053454,Common Stock,USA,New York
ISADY,ISS A/S U/ADR,Pink Limited,0.000000,,0,ADRs,Denmark,
ISFFF,ISS ORD,Pink Limited,30.500000,,0,Foreign Ordinary Shares,Denmark,
EBBGF,ENBRIDGE  CUM PREF SR 1,Pink Limited,25.100000,0.000000,4715,Preferred Stock,Canada,Alberta
EBBNF,ENBRIDGE INC CUM PREF L,Pink Limited,24.560000,-0.001829,2300,Preferred Stock,Canada,Alberta
EBGEF,ENBRIDGE INC RE PRF SER 5,Pink Limited,25.306000,,20,Preferred Stock,Canada,Alberta
EBRGF,ENBRIDGE CUM RED PFD B,Pink Limited,16.322800,,0,Preferred Stock,Canada,Alberta
EBRZF,ENBRIDGE INC CUM PREF D,Pink Limited,15.450000,,0,Preferred Stock,Canada,Alberta
ENBFF,ENBRIDGE INC PRF SER 15,Pink Limited,15.500000,,0,Preferred Stock,Canada,Alberta
ENBGF,ENBRIDGE INC 5.50% PFD A,Pink Limited,18.000000,,0,Preferred Stock,Canada,Alberta
ENBHF,ENBRIDGE CUM RED PREF H,Pink Limited,16.982100,,0,Preferred Stock,Canada,Alberta
ENBMF,ENBRIDGE INC PREF P 4%,Pink Limited,15.000000,,0,Preferred Stock,Canada,Alberta
ENBNF,ENBRIDGE INC PREF SER 3,Pink Limited,15.851800,,0,Preferred Stock,Canada,Alberta
ENBOF,ENBRIDGE INC PREF SER 13,Pink Limited,12.000000,,0,Preferred Stock,Canada,Alberta
ENBRF,ENBRIDGE INC RE PRF SER 7,Pink Limited,16.500000,,0,Preferred Stock,Canada,Alberta
ENBSF,ENBRIDGE  CUM PREF SR 9,Pink Limited,16.000000,,0,Preferred Stock,Canada,Alberta
ENFFF,ENBRIDGE INC PREF 4% R,Pink Limited,0.000000,,0,Preferred Stock,Canada,Alberta
ENNPF,ENBRIDGE  CUM PREF SR N,Pink Limited,18.150000,,0,Preferred Stock,Canada,Alberta
CRSF,CRISP MOMENTUM INC,OTCID,0.016700,,2,Common Stock,USA,New York
SGLA,SINO GREEN LAND CORP,OTCID,1.400000,,0,Common Stock,Malaysia,
IEHC,IEH CORP,OTCQX,20.120000,0.000000,839,Common Stock,USA,New York
HYSNF,HYSAN DEV CO LTD ORD,Pink Limited,2.350000,,0,Foreign Ordinary Shares,China,
HYSNY,HYSAN DEV CO LTD S/ADR,Pink Limited,4.190000,,0,ADRs,China,
HUNGF,HUANENG PWR INTL,Pink Limited,0.951400,,0,Foreign Ordinary Shares,China,
HOVVB,HOVNANIAN ENTRPRS B NEW,Pink Limited,150.000000,,0,Common Stock,USA,New Jersey
HKHGF,HONGKONG LAND HLDGS ORD,Pink Limited,7.970000,,0,Foreign Ordinary Shares,Hong Kong,
HNGKY,HONGKONG LAND HLDG UN/ADR,Pink Limited,36.200000,-0.010118,48561,ADRs,Hong Kong,
HOKCF,HONG KONG&CHINA GAS ORD,Pink Limited,0.903300,,0,Foreign Ordinary Shares,China,
HOKCY,HONG KONG&CHINA GAS S/ADR,Pink Limited,0.850500,-0.055000,3781,ADRs,China,
HNDAF,HONDA MOTOR CO LTD,Pink Limited,8.610000,-0.053846,600116,Foreign Ordinary Shares,Japan,
HONT,HONAT BANCORP INC,OTCID,137.700000,,0,Common Stock,USA,Pennsylvania
HMTC,HOMASOTE CO,Pink Limited,5.100000,,0,Common Stock,USA,New Jersey
TORM,TOR MINERALS INTL INC,Pink Limited,2.220000,0.000000,400,Common Stock,USA,Texas
HTHIF,HITACHI LTD ORD,Pink Limited,29.830000,-0.014015,275878,Foreign Ordinary Shares,Japan,
HTHIY,HITACHI LTD ADR,Pink Limited,29.570000,-0.007718,669024,ADRs,Japan,
HLDCY,HENDERSON LD DEV S/ADR,Pink Limited,3.280000,-0.023810,79743,ADRs,China,Hong Kong
HLDVF,HENDERSON LD DEV CO LTD,Pink Limited,3.700000,,0,Foreign Ordinary Shares,China,Hong Kong
HMENF,HEMISPHERE ENERGY CORP,OTCQX,1.850000,-0.017003,99686,Foreign Ordinary Shares,Canada,British Columbia
HXBM,HELIX BIOMEDIX INC,Pink Limited,1.790000,,0,Common Stock,USA,Washington
HEINY,HEINEKEN N V S/ADR,OTCQX,40.140000,-0.013517,66712,ADRs,The Netherlands,
HINKF,HEINEKEN N V REG,OTCQX,81.180000,,94,Foreign Ordinary Shares,The Netherlands,
ARCAY,ARCADIS NV S/ADR,Pink Limited,40.000000,,51,ETFs,The Netherlands,
ARCVF,ARCADIS NV ORD,Pink Limited,40.680500,,0,Foreign Ordinary Shares,The Netherlands,
TKMO,TEKUMO INC,Pink Limited,0.049600,0.976096,6050,Common Stock,USA,Colorado
HGMCF,HARMONY GLD MNG LTD ORD,Pink Limited,17.450000,,0,Foreign Ordinary Shares,USA,California
GPKUF,GRAND PEAK CAPITAL CP,Pink Limited,0.059000,,0,Foreign Ordinary Shares,Canada,British Columbia
HFBK,HARFORD BK ABERDEEN MD,OTCID,41.000000,,0,Common Stock,USA,Maryland
HNLGF,HANG LUNG GRP ORD,OTCID,1.940000,,0,Foreign Ordinary Shares,Hong Kong,
HNLGY,HANG LUNG GROUP LTD S/ADR,OTCID,8.830000,,0,ADRs,Hong Kong,
HMLN,HAMLIN BK&TR SMETHPORT PA,OTCID,269.075300,,0,Common Stock,USA,Pennsylvania
ZYLM,CENTRAL ASIA LUMEICHUN BI,OTCID,0.004400,,0,Common Stock,China,
HBCYF,HSBC HLDGS PLC .50,Pink Limited,18.298000,0.007599,62822,Foreign Ordinary Shares,United Kingdom,
HFBA,HFB FINANCIAL CORP,OTCID,33.920000,,0,Common Stock,USA,Kentucky
HCBN,HCB FINCL CORP,OTCID,72.010000,-0.013562,1806,Common Stock,USA,Michigan
DGEAF,DIAGEO PLC ORD,Pink Limited,20.250000,0.010177,2734,Foreign Ordinary Shares,United Kingdom,
COMCF,CANADA ONE MNG CORP,Pink Limited,0.048700,,0,Foreign Ordinary Shares,Canada,British Columbia
PUODY,PROMOTORA Y OPERADORA ADR,Pink Limited,318.500000,-0.055177,1,ADRs,Mexico,
PYOIF,PROMOTORA Y OPER DE INFR,Pink Limited,16.430000,,0,Foreign Ordinary Shares,Mexico,
PYYIF,PROMOTORA FIN GRP,Pink Limited,11.450000,,0,Foreign Ordinary Shares,Mexico,
GRPFF,GRUPO TELEVISA S.A CV ORD,Pink Limited,0.562325,,0,Foreign Ordinary Shares,Mexico,
DANOY,DANONE S/ADR,OTCQX,15.060000,-0.019531,464805,ADRs,France,
GPDNF,GROUPE DANONE,OTCQX,76.700000,0.005902,8767,Foreign Ordinary Shares,France,
RMDFF,RICHMOND MINERALS INC,Pink Limited,0.083100,,0,Foreign Ordinary Shares,Canada,Ontario
PSWW,PRINCIPAL SOLAR INC,OTCID,0.000100,99.000000,724,Common Stock,USA,Texas
PXFG,PHOENIX FOOTWEAR GROUP,Pink Limited,0.013690,0.244545,5217,Common Stock,USA,California
GDVTZ,GOULD INVESTORS L P,Pink Limited,380.000000,,0,Fund,USA,New York
GWOX,GOODHEART-WILLCOX CO INC,Pink Limited,394.000000,,0,Common Stock,USA,Illinois
GDRZF,GOLD RESV LTD BERMUDA,OTCQX,4.640000,-0.021097,20030,Foreign Ordinary Shares,Bermuda,
XCPT,XCANA PETROLEUM CORP,OTCID,0.080000,0.000000,983,Common Stock,USA,Illinois
OMQS,OMNIQ CORP,OTCQB,0.128700,0.339230,4108,Common Stock,USA,Utah
GBCS,SELECTIS HEALTH INC,OTCQB,3.251000,,0,Common Stock,USA,Colorado
GLAXF,GSK PLC,Pink Limited,26.235000,0.039010,1561,Foreign Ordinary Shares,United Kingdom,England
GGLXF,GGL RESOURCES CORP ORD,Pink Limited,0.005000,,0,Foreign Ordinary Shares,Canada,British Columbia
ZDZT,ZHENGDUOZHE TECHNOLOGY,OTCID,0.971200,,13,Common Stock,China,
GLIBB,LIBERTY CAPITAL CP SER B,OTCQB,23.000000,,0,Common Stock,USA,Colorado
GCCO,GARDEN CITY CO COLO,Pink Limited,1775.000000,,0,Common Stock,USA,Kansas
ABIT,ATHENA BITCOIN GLOBAL,OTCID,0.003200,-0.036145,1007051,Common Stock,USA,Florida
GWRRF,ENGOLD MINES LTD,Pink Limited,0.030000,,0,Foreign Ordinary Shares,Canada,British Columbia
FJTSF,FUJITSU LTD,Pink Limited,20.350000,0.032340,309307,Foreign Ordinary Shares,Japan,
FJTSY,FUJITSU LTD UNSP/ADR,Pink Limited,20.370000,-0.000981,441225,ADRs,Japan,
FUJIF,FUJIFILM HLDGS CORP ORD,Pink Limited,20.840000,,27,Foreign Ordinary Shares,Japan,
FUJIY,FUJIFILM HLDGS CORP ADR,Pink Limited,10.460000,-0.006648,230502,ADRs,Japan,
FUJHF,SUBARU CORPORATION ORD,Pink Limited,16.175000,0.059961,927,Foreign Ordinary Shares,Japan,
FUJHY,SUBARU CORPORATION U/ADR,Pink Limited,7.970000,0.003778,301371,ADRs,Japan,
FLOD,FLOWERY GOLD MNS OF NEV,OTCID,0.370000,,0,Common Stock,USA,California
FLEW,FLEETWOOD BANK CORP,OTCID,73.000000,,0,Common Stock,USA,Pennsylvania
FREVS,FIRST REAL EST INV TR NJ,Pink Limited,21.160000,-0.018097,29400,Fund,USA,New Jersey
FPAFF,FIRST PACIFIC CO ORD,Pink Limited,0.655869,,0,Foreign Ordinary Shares,Hong Kong,
FPAFY,FIRST PAC CO LTD S/ADR,Pink Limited,3.248100,-0.003650,261041,ADRs,Hong Kong,
FINN,FIRST NATL OF NEB INC,OTCID,18499.000000,,0,Common Stock,USA,Nebraska
FBAK,FIRST NB ALASKA,OTCQX,319.990000,-0.000031,24,Common Stock,USA,Alaska
FKYS,FIRST KEYSTONE CORP,OTCID,17.880000,,0,Common Stock,USA,Pennsylvania
FHRT,FIRST HARTFORD CORP,OTCID,32.500000,,75,Common Stock,USA,Connecticut
ALFRY,ALFRESA HLDGS CORP ADR,Pink Limited,13.800000,,1,ADRs,,
FCNCB,FIRST CTZNS BANCSHS B,Pink Limited,1855.000000,0.008152,38,Common Stock,USA,North Carolina
FBTT,FIRST BANKERS TRUSTSHARES,OTCQB,24.000000,,0,Common Stock,USA,Illinois
FBSI,FIRST BANCSHS INC MO,OTCQX,32.900000,0.000000,400,Common Stock,USA,Missouri
FARYF,FAR LTD NEW,Pink Limited,0.238000,,0,Foreign Ordinary Shares,Australia,Victoria
GWTR,GLOBAL WATER TECHS INC,OTCID,0.026000,,0,Common Stock,USA,Indiana
FGPR,FERRELLGAS PARTNRS LP NEW,OTCID,23.500000,-0.019608,1679,Units,USA,Missouri
FSCR,FEDERAL SCREW WORKS,OTCID,7.520000,,0,Common Stock,USA,Michigan
FMCC,FREDDIE MAC,OTCQB,5.940000,-0.014925,2361275,Common Stock,USA,Virginia
FMCCG,FREDDIE MAC VAR RTE PFD,OTCQB,12.970000,,0,Preferred Stock,USA,Virginia
FMCCH,FREDDIE MAC 5.1% PFD,OTCQB,14.670000,-0.038663,133,Preferred Stock,USA,Virginia
FMCCI,FREDDIE MAC V/R PFD,OTCQB,13.103600,0.033407,1500,Preferred Stock,USA,Virginia
FMCCJ,FREDDIE MAC VAR RT PFD,OTCQB,12.400000,0.018899,775,Preferred Stock,USA,Virginia
FMCCK,FREDDIE MAC 5.79 PFD,OTCQB,15.650000,,0,Preferred Stock,USA,Virginia
FMCCL,FREDDIE MAC V/RTE NON PFD,OTCQB,13.150000,,0,Preferred Stock,USA,Virginia
FMCCM,FREDDIE MAC 4.817 PFD,OTCQB,14.010000,,0,Preferred Stock,USA,Virginia
FMCCN,FREDDIE MAC 4.5 PR,OTCQB,11.850000,,525,Preferred Stock,USA,Virginia
FMCCO,FREDDIE MAC 5.81 MKT PUB,OTCQB,15.550000,,0,Preferred Stock,USA,Virginia
